,Product Name,Brand,ID,Retail Price,Whole Sale,Supplier,Description
728,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Guy Armstrong,57922,6.84,8.37,Manitoba,"Scissors, Rulers and Trimmers"
729,Serrated Blade or Curved Handle Hand Letter Openers,Erica Bern,58117,3.14,1.92,Manitoba,"Scissors, Rulers and Trimmers"
730,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Logan Haushalter,58278,99.23,8.99,Manitoba,Office Furnishings
731,Accessory4,Logan Haushalter,58278,85.99,0.99,Manitoba,Telephones and Communication
732,Hon GuestStacker Chair,Harold Engle,58502,226.67,28.16,Manitoba,Chairs & Chairmats
733,Belkin ErgoBoard™ Keyboard,Christopher Schild,58788,30.98,6.5,Manitoba,Computer Peripherals
734,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Helen Abelman,58947,8.01,2.87,Manitoba,Paper
735,Xerox 1989,Helen Abelman,58947,4.98,5.02,Manitoba,Paper
736,"GE 4 Foot Flourescent Tube, 40 Watt",Jack Lebron,59074,14.98,8.99,British Columbia,Office Furnishings
737,"Bush Westfield Collection Bookcases, Fully Assembled",Jack Lebron,59233,100.98,35.84,British Columbia,Bookcases
738,Nu-Dell Leatherette Frames,Jack Lebron,59233,14.34,5,British Columbia,Office Furnishings
739,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Giulietta Baptist,59425,83.1,6.13,British Columbia,Computer Peripherals
740,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Giulietta Baptist,59425,37.94,5.08,British Columbia,Paper
741,Xerox 1994,Jim Sink,59750,6.48,5.74,British Columbia,Paper
742,Dixon Ticonderoga Core-Lock Colored Pencils,Julie Creighton,35,9.11,2.25,British Columbia,Pens & Art Supplies
743,CF 688,Julie Creighton,35,155.99,8.99,British Columbia,Telephones and Communication
744,Fellowes Staxonsteel® Drawer Files,Sanjit Chand,294,193.17,19.99,British Columbia,Storage & Organization
745,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Matt Collins,450,34.58,8.99,British Columbia,Pens & Art Supplies
746,Hanging Personal Folder File,Matt Collins,450,15.7,11.25,British Columbia,Storage & Organization
747,"Memorex 4.7GB DVD+RW, 3/Pack",Matt Collins,1028,28.48,1.99,British Columbia,Computer Peripherals
748,3285,Matt Collins,1028,205.99,5.99,British Columbia,Telephones and Communication
749,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Justin Knight,1314,9.27,4.39,British Columbia,Paper
750,Office Star - Task Chair with Contemporary Loop Arms,Rob Haberlin,2279,90.98,30,British Columbia,Chairs & Chairmats
751,Acco Perma® 3000 Stacking Storage Drawers,Rob Haberlin,2279,20.98,5.42,British Columbia,Storage & Organization
752,"80 Minute CD-R Spindle, 100/Pack - Staples",Rob Haberlin,2465,39.48,1.99,British Columbia,Computer Peripherals
753,Avery 479,Rob Haberlin,2530,2.61,0.5,British Columbia,Labels
754,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Rob Haberlin,2883,64.98,6.88,British Columbia,Storage & Organization
755,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Christina Vanderzanden,3362,40.98,1.99,British Columbia,Computer Peripherals
756,Eldon® Gobal File Keepers,Christina Vanderzanden,3362,15.14,4.53,British Columbia,Storage & Organization
757,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Matt Collins,5318,131.12,0.99,British Columbia,Appliances
758,2160i,Matt Collins,5318,200.99,4.2,British Columbia,Telephones and Communication
759,Sharp AL-1530CS Digital Copier,Sanjit Chand,5988,499.99,24.49,British Columbia,Copiers and Fax
760,"Seth Thomas 13 1/2"" Wall Clock",Matt Collins,6115,17.78,5.03,British Columbia,Office Furnishings
761,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Justin Knight,6337,70.71,37.58,British Columbia,Office Furnishings
762,Bretford Rectangular Conference Table Tops,Justin Knight,6337,376.13,85.63,British Columbia,Tables
763,Wirebound Voice Message Log Book,Rob Haberlin,6434,4.76,0.88,British Columbia,Paper
764,"80 Minute CD-R Spindle, 100/Pack - Staples",Lena Cacioppo,7136,39.48,1.99,British Columbia,Computer Peripherals
765,Avery 493,Lena Cacioppo,7136,4.91,0.5,British Columbia,Labels
766,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Kimberly Carter,7489,180.98,23.58,British Columbia,Bookcases
767,Novimex Swivel Fabric Task Chair,Gene Hale,7968,150.98,30,British Columbia,Chairs & Chairmats
768,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Christina Vanderzanden,8227,4.77,2.39,British Columbia,Computer Peripherals
769,Project Tote Personal File,Matt Collins,9123,14.03,9.37,British Columbia,Storage & Organization
770,3M Organizer Strips,Sally Knutson,9792,5.4,7.78,British Columbia,Binders and Binder Accessories
771,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Kimberly Carter,9860,7.28,3.52,British Columbia,Computer Peripherals
772,"Sanford Colorific Colored Pencils, 12/Box",Christina Vanderzanden,10310,2.88,1.01,British Columbia,Pens & Art Supplies
773,R380,Christina Vanderzanden,10310,195.99,3.99,British Columbia,Telephones and Communication
774,Xerox 1899,Kimberly Carter,10369,5.78,4.96,British Columbia,Paper
775,"Imation IBM Formatted Diskettes, 100/Pack",Kimberly Carter,10369,28.48,8.99,British Columbia,Computer Peripherals
776,Barrel Sharpener,Rob Haberlin,10692,3.57,4.17,British Columbia,Pens & Art Supplies
777,2160i,Rob Haberlin,10692,200.99,4.2,British Columbia,Telephones and Communication
778,A1228,Rob Haberlin,10692,195.99,8.99,British Columbia,Telephones and Communication
779,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Justin Knight,11553,52.99,19.99,British Columbia,Storage & Organization
780,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Justin Knight,11553,100.98,57.38,British Columbia,Bookcases
781,Accessory34,Justin Knight,11553,85.99,0.99,British Columbia,Telephones and Communication
782,Bagged Rubber Bands,Christina Vanderzanden,11776,1.26,0.7,British Columbia,Rubber Bands
783,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Marina Lichtenstein,11782,4.98,4.75,British Columbia,Paper
784,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Marina Lichtenstein,11782,66.99,13.99,British Columbia,Telephones and Communication
785,Wilson Jones® Four-Pocket Poly Binders,Justin Knight,12199,6.54,5.27,British Columbia,Binders and Binder Accessories
786,"Dual Level, Single-Width Filing Carts",Justin Knight,12199,155.06,7.07,British Columbia,Storage & Organization
787,Economy Binders,Gene Hale,14275,2.08,1.49,British Columbia,Binders and Binder Accessories
788,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Gene Hale,14275,160.98,30,British Columbia,Chairs & Chairmats
789,X-Rack™ File for Hanging Folders,Gene Hale,14535,11.29,5.03,British Columbia,Storage & Organization
790,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Rob Haberlin,15329,29.89,1.99,British Columbia,Computer Peripherals
791,Newell 323,Gene Hale,15621,1.68,1.57,British Columbia,Pens & Art Supplies
792,Eldon Portable Mobile Manager,Gene Hale,15621,28.28,13.99,British Columbia,Storage & Organization
793,Avery Binder Labels,Michelle Arnett,17826,3.89,7.01,British Columbia,Binders and Binder Accessories
794,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Sally Knutson,17926,15.31,8.78,British Columbia,Storage & Organization
795,"Master Giant Foot® Doorstop, Safety Yellow",Rob Haberlin,18247,7.59,4,British Columbia,Office Furnishings
796,Newell 315,Justin Knight,18471,5.98,0.96,British Columbia,Pens & Art Supplies
797,Kleencut® Forged Office Shears by Acme United Corporation,Justin Knight,18471,2.08,2.56,British Columbia,"Scissors, Rulers and Trimmers"
798,Xerox 1983,Justin Knight,18471,5.98,5.46,British Columbia,Paper
799,T61,Lena Cacioppo,19813,45.99,2.5,British Columbia,Telephones and Communication
800,Avery Poly Binder Pockets,Seth Vernon,20322,3.58,5.47,British Columbia,Binders and Binder Accessories
801,"Bush Westfield Collection Bookcases, Fully Assembled",Seth Vernon,20322,100.98,35.84,British Columbia,Bookcases
802,Xerox 196,Seth Vernon,20322,5.78,7.96,British Columbia,Paper
803,Nu-Dell Leatherette Frames,Gene Hale,20422,14.34,5,British Columbia,Office Furnishings
804,Colored Envelopes,Luke Weiss,20448,3.69,2.5,British Columbia,Envelopes
805,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Justin Knight,21892,4.91,4.97,British Columbia,Binders and Binder Accessories
806,Eldon Simplefile® Box Office®,Rob Haberlin,22980,12.44,6.27,British Columbia,Storage & Organization
807,6190,Julie Creighton,23907,65.99,2.5,British Columbia,Telephones and Communication
808,Panasonic KX-P3200 Dot Matrix Printer,Sanjit Chand,24064,297.64,14.7,British Columbia,Office Machines
809,Wilson Jones DublLock® D-Ring Binders,Justin Knight,24132,6.75,2.99,British Columbia,Binders and Binder Accessories
810,"Wilson Jones Hanging View Binder, White, 1""",Justin Knight,24132,7.1,6.05,British Columbia,Binders and Binder Accessories
811,"Fellowes Basic 104-Key Keyboard, Platinum",Justin Knight,24132,20.95,4,British Columbia,Computer Peripherals
812,Ibico Recycled Linen-Style Covers,Justin Knight,24132,39.06,10.55,British Columbia,Binders and Binder Accessories
813,Self-Adhesive Ring Binder Labels,Justin Knight,24132,3.52,6.83,British Columbia,Binders and Binder Accessories
814,"Tenex File Box, Personal Filing Tote with Lid, Black",Justin Knight,24132,15.51,17.78,British Columbia,Storage & Organization
815,1726 Digital Answering Machine,Luke Weiss,24576,20.99,4.81,British Columbia,Telephones and Communication
816,DAX Clear Channel Poster Frame,Luke Weiss,24576,14.58,7.4,British Columbia,Office Furnishings
817,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Christina Vanderzanden,25248,8.33,1.99,British Columbia,Computer Peripherals
818,Xerox 1891,Christina Vanderzanden,25248,48.91,5.81,British Columbia,Paper
819,Xerox 220,Lena Cacioppo,25475,6.48,7.49,British Columbia,Paper
820,Computer Printout Paper with Letter-Trim Perforations,Seth Vernon,26978,18.97,9.03,British Columbia,Paper
821,Wausau Papers Astrobrights® Colored Envelopes,Sanjit Chand,27105,5.98,2.5,British Columbia,Envelopes
822,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Sanjit Chand,27105,10.4,5.4,British Columbia,Office Furnishings
823,Belkin MediaBoard 104- Keyboard,Julie Creighton,28068,27.48,4,British Columbia,Computer Peripherals
824,"Executive Impressions 12"" Wall Clock",Sanjit Chand,28802,17.67,8.99,British Columbia,Office Furnishings
825,Southworth 25% Cotton Antique Laid Paper & Envelopes,Sanjit Chand,28802,8.34,4.82,British Columbia,Paper
826,6185,Sanjit Chand,28802,205.99,3,British Columbia,Telephones and Communication
827,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Anthony Johnson,28839,3.34,7.49,British Columbia,Pens & Art Supplies
828,Xerox 1995,Anthony Johnson,29252,6.48,5.19,British Columbia,Paper
829,Honeywell Quietcare HEPA Air Cleaner,Kimberly Carter,31941,78.65,13.99,British Columbia,Appliances
830,Xerox 1993,Kimberly Carter,31941,6.48,9.68,British Columbia,Paper
831,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Marina Lichtenstein,32418,243.98,43.32,British Columbia,Chairs & Chairmats
832,"Strathmore #10 Envelopes, Ultimate White",Sanjit Chand,34241,52.71,2.5,British Columbia,Envelopes
833,Fellowes 8 Outlet Superior Workstation Surge Protector,Sally Knutson,34816,41.71,4.5,British Columbia,Appliances
834,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Sally Knutson,34816,60.98,19.99,British Columbia,Envelopes
835,Fiskars® Softgrip Scissors,Luke Weiss,35011,10.98,3.37,British Columbia,"Scissors, Rulers and Trimmers"
836,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Anthony Johnson,36068,279.81,23.19,British Columbia,Appliances
837,Accessory20,Michelle Arnett,36930,85.99,3.3,British Columbia,Telephones and Communication
838,Xerox 1971,Luke Weiss,37315,4.28,5.17,British Columbia,Paper
839,5165,Luke Weiss,37315,175.99,4.99,British Columbia,Telephones and Communication
840,Lexmark Z54se Color Inkjet Printer,Luke Weiss,37925,90.97,14,British Columbia,Office Machines
841,StarTAC 7760,Luke Weiss,37925,65.99,3.99,British Columbia,Telephones and Communication
842,"Premier Elliptical Ring Binder, Black",Rob Haberlin,38021,30.44,1.49,British Columbia,Binders and Binder Accessories
843,Wilson Jones DublLock® D-Ring Binders,Julie Creighton,38336,6.75,2.99,British Columbia,Binders and Binder Accessories
844,Micro Innovations 104 Keyboard,Julie Creighton,38336,10.97,6.5,British Columbia,Computer Peripherals
845,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Justin Knight,38565,10.64,5.16,British Columbia,Office Furnishings
846,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Sally Knutson,39783,4.06,6.89,British Columbia,Appliances
847,GBC Standard Plastic Binding Systems Combs,Sally Knutson,39783,8.85,5.6,British Columbia,Binders and Binder Accessories
848,Avery 520,Sally Knutson,39783,3.15,0.5,British Columbia,Labels
849,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Michelle Arnett,42500,48.92,4.5,British Columbia,Appliances
850,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Michelle Arnett,42500,8.69,2.99,British Columbia,Binders and Binder Accessories
851,Fiskars® Softgrip Scissors,Julie Creighton,44162,10.98,3.37,British Columbia,"Scissors, Rulers and Trimmers"
852,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Sally Knutson,44256,8.01,2.87,British Columbia,Paper
853,Xerox 226,Sally Knutson,44256,6.48,5.84,British Columbia,Paper
854,Sanford 52201 APSCO Electric Pencil Sharpener,Sally Knutson,44256,40.97,8.99,British Columbia,Pens & Art Supplies
855,Laminate Occasional Tables,Sally Knutson,44320,154.13,69,British Columbia,Tables
856,Round Ring Binders,Kimberly Carter,45377,2.08,1.49,British Columbia,Binders and Binder Accessories
857,Durable Pressboard Binders,Rob Haberlin,47367,3.8,1.49,British Columbia,Binders and Binder Accessories
858,Avery 52,Rob Haberlin,47367,3.69,0.5,British Columbia,Labels
859,Avery 492,Sally Knutson,47750,2.88,0.5,British Columbia,Labels
860,"Executive Impressions 13"" Chairman Wall Clock",Sally Knutson,47750,25.38,8.99,British Columbia,Office Furnishings
861,Binder Posts,Marina Lichtenstein,48388,5.74,5.01,British Columbia,Binders and Binder Accessories
862,Avery 498,Christina DeMoss,49059,2.89,0.5,British Columbia,Labels
863,Xerox 1891,Christina DeMoss,49059,48.91,5.81,British Columbia,Paper
864,DIXON Oriole® Pencils,Luke Weiss,49510,2.58,1.3,British Columbia,Pens & Art Supplies
865,Avery Durable Binders,Sally Knutson,49634,2.88,1.49,British Columbia,Binders and Binder Accessories
866,Avery 510,Michelle Arnett,50210,3.75,0.5,British Columbia,Labels
867,"Super Bands, 12/Pack",Michelle Arnett,50210,1.86,2.58,British Columbia,Rubber Bands
868,iDEN i95,Sanjit Chand,50503,65.99,19.99,British Columbia,Telephones and Communication
869,Staples 6 Outlet Surge,Anthony Johnson,50816,11.97,4.98,British Columbia,Appliances
870,Lock-Up Easel 'Spel-Binder',Anthony Johnson,50816,28.53,1.49,British Columbia,Binders and Binder Accessories
871,"Memorex 4.7GB DVD+R, 3/Pack",Anthony Johnson,50816,15.28,1.99,British Columbia,Computer Peripherals
872,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Luke Weiss,51073,136.98,24.49,British Columbia,Office Furnishings
873,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Luke Weiss,51073,30.93,3.92,British Columbia,Office Furnishings
874,Office Star Flex Back Scooter Chair with White Frame,Rob Haberlin,51584,110.98,30,British Columbia,Chairs & Chairmats
875,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Monica Federle,51879,51.94,19.99,British Columbia,Office Furnishings
876,Southworth 25% Cotton Premium Laser Paper and Envelopes,Monica Federle,51879,19.98,8.68,British Columbia,Paper
877,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Kimberly Carter,52288,78.69,19.99,British Columbia,Office Furnishings
878,Lock-Up Easel 'Spel-Binder',Michelle Arnett,53190,28.53,1.49,British Columbia,Binders and Binder Accessories
879,StarTAC 7760,Michelle Arnett,53190,65.99,3.99,British Columbia,Telephones and Communication
880,"Seth Thomas 12"" Clock w/ Goldtone Case",Sanjit Chand,53536,22.98,7.58,British Columbia,Office Furnishings
881,Bevis Round Conference Room Tables and Bases,Sanjit Chand,53536,179.29,56.2,British Columbia,Tables
882,#10 Self-Seal White Envelopes,Marina Lichtenstein,53572,11.09,5.25,British Columbia,Envelopes
883,Xerox 1885,Joy Smith,53825,48.04,7.23,British Columbia,Paper
884,Fellowes Super Stor/Drawer® Files,Christina DeMoss,53863,161.55,19.99,British Columbia,Storage & Organization
885,"Advantus Push Pins, Aluminum Head",Monica Federle,54119,5.81,3.37,British Columbia,Rubber Bands
886,Acco Perma® 2700 Stacking Storage Drawers,Monica Federle,54119,29.74,6.64,British Columbia,Storage & Organization
887,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Michelle Arnett,56224,3.81,5.44,British Columbia,Binders and Binder Accessories
888,Bevis Steel Folding Chairs,Michelle Arnett,56224,95.95,74.35,British Columbia,Chairs & Chairmats
889,"Staples Vinyl Coated Paper Clips, 800/Box",Michelle Arnett,56224,7.89,2.82,British Columbia,Rubber Bands
890,Bevis 36 x 72 Conference Tables,Michelle Arnett,56224,124.49,51.94,British Columbia,Tables
891,Telescoping Adjustable Floor Lamp,Michelle Arnett,56293,19.99,11.17,British Columbia,Office Furnishings
892,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Michelle Arnett,56293,16.91,6.25,British Columbia,Storage & Organization
893,"Advantus Push Pins, Aluminum Head",Sally Knutson,57959,5.81,3.37,British Columbia,Rubber Bands
894,"Micro Innovations Micro 3000 Keyboard, Black",Sally Knutson,57959,26.31,5.89,British Columbia,Computer Peripherals
895,LX 677,Christina DeMoss,58500,110.99,8.99,British Columbia,Telephones and Communication
896,"Bush Westfield Collection Bookcases, Fully Assembled",Joy Smith,59584,100.98,35.84,British Columbia,Bookcases
897,Canon MP41DH Printing Calculator,Joy Smith,59584,150.98,13.99,British Columbia,Office Machines
898,7160,Sonia Sunley,261,140.99,4.2,British Columbia,Telephones and Communication
899,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Anthony O'Donnell,928,59.98,3.99,British Columbia,Appliances
900,DAX Clear Channel Poster Frame,Anthony O'Donnell,928,14.58,7.4,British Columbia,Office Furnishings
901,"Memorex 4.7GB DVD-RAM, 3/Pack",Emily Grady,1282,31.78,1.99,British Columbia,Computer Peripherals
902,Prang Drawing Pencil Set,Emily Grady,1282,2.78,1.34,British Columbia,Pens & Art Supplies
903,Euro Pro Shark Stick Mini Vacuum,Alex Avila,1856,60.98,49,British Columbia,Appliances
904,M3682,Alex Avila,1856,125.99,8.08,British Columbia,Telephones and Communication
905,StarTAC 6500,Alex Avila,1856,125.99,8.8,British Columbia,Telephones and Communication
906,SAFCO Arco Folding Chair,Brian Moss,1925,276.2,24.49,British Columbia,Chairs & Chairmats
907,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Emily Grady,2848,43.31,15.9,British Columbia,Office Furnishings
908,SC7868i,Emily Grady,2848,125.99,8.99,British Columbia,Telephones and Communication
909,HP Office Recycled Paper (20Lb. and 87 Bright),Anna Andreadi,5504,5.78,7.64,British Columbia,Paper
910,KF 788,Anna Andreadi,5504,45.99,4.99,British Columbia,Telephones and Communication
911,Logitech Internet Navigator Keyboard,Emily Grady,8390,30.98,4,British Columbia,Computer Peripherals
912,ACCOHIDE® Binder by Acco,Barbara Fisher,8545,4.13,5.34,British Columbia,Binders and Binder Accessories
913,"O'Sullivan Elevations Bookcase, Cherry Finish",Barbara Fisher,8545,130.98,54.74,British Columbia,Bookcases
914,Serrated Blade or Curved Handle Hand Letter Openers,Emily Grady,9573,3.14,1.92,British Columbia,"Scissors, Rulers and Trimmers"
915,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Kelly Williams,9892,27.18,8.23,British Columbia,Envelopes
916,Keytronic 105-Key Spanish Keyboard,Sonia Sunley,10048,73.98,4,British Columbia,Computer Peripherals
917,"*Staples* vLetter Openers, 2/Pack",Sonia Sunley,10048,3.68,1.32,British Columbia,"Scissors, Rulers and Trimmers"
918,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Sonia Sunley,10144,355.98,58.92,British Columbia,Chairs & Chairmats
919,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Sonia Sunley,10144,160.98,30,British Columbia,Chairs & Chairmats
920,Global Adaptabilities™ Conference Tables,Sonia Sunley,10144,280.98,35.67,British Columbia,Tables
921,Motorola SB4200 Cable Modem,Sonia Sunley,10432,179.99,19.99,British Columbia,Computer Peripherals
922,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Jocasta Rupert,10661,6.84,8.37,British Columbia,"Scissors, Rulers and Trimmers"
923,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Sonia Sunley,12806,35.89,14.72,British Columbia,Envelopes
924,Wilson Jones DublLock® D-Ring Binders,Kelly Williams,13158,6.75,2.99,British Columbia,Binders and Binder Accessories
925,Strathmore Photo Mount Cards,Anna Andreadi,13507,6.78,6.18,British Columbia,Paper
926,Xerox 1978,Rick Duston,14375,5.78,5.67,British Columbia,Paper
927,"GBC White Gloss Covers, Plain Front",Sonia Sunley,14627,14.48,6.46,British Columbia,Binders and Binder Accessories
928,GBC DocuBind 200 Manual Binding Machine,Angele Hood,14852,420.98,19.99,British Columbia,Binders and Binder Accessories
929,Self-Adhesive Address Labels for Typewriters by Universal,Sonia Sunley,16230,7.31,0.49,British Columbia,Labels
930,"O'Sullivan Elevations Bookcase, Cherry Finish",Sonia Sunley,16230,130.98,54.74,British Columbia,Bookcases
931,Xerox 1891,Sonia Sunley,16230,48.91,5.81,British Columbia,Paper
932,Fellowes Recycled Storage Drawers,Sonia Sunley,16230,111.03,8.64,British Columbia,Storage & Organization
933,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Sonia Sunley,19074,208.16,68.02,British Columbia,Appliances
934,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Dennis Bolton,20194,20.24,6.67,British Columbia,Office Furnishings
935,Newell 312,Stewart Carmichael,21024,5.84,1.2,British Columbia,Pens & Art Supplies
936,Avery 487,Dennis Bolton,21509,3.69,0.5,British Columbia,Labels
937,Avery 487,Sonia Sunley,21856,3.69,0.5,British Columbia,Labels
938,Serrated Blade or Curved Handle Hand Letter Openers,Sonia Sunley,21856,3.14,1.92,British Columbia,"Scissors, Rulers and Trimmers"
939,"Eureka Hand Vacuum, Bagless",Stewart Carmichael,22119,49.43,19.99,British Columbia,Appliances
940,Airmail Envelopes,Kelly Williams,22534,83.93,19.99,British Columbia,Envelopes
941,Keytronic French Keyboard,Sonia Sunley,22629,73.98,14.52,British Columbia,Computer Peripherals
942,TDK 4.7GB DVD-R,Kelly Williams,23011,10.01,1.99,British Columbia,Computer Peripherals
943,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Sonia Sunley,24070,4.91,4.97,British Columbia,Binders and Binder Accessories
944,Hon Olson Stacker Stools,Sonia Sunley,24070,140.81,24.49,British Columbia,Chairs & Chairmats
945,Newell 314,Sonia Sunley,24070,5.58,0.7,British Columbia,Pens & Art Supplies
946,Global Ergonomic Managers Chair,Sonia Sunley,24737,180.98,26.2,British Columbia,Chairs & Chairmats
947,Xerox 1995,Sonia Sunley,24737,6.48,5.19,British Columbia,Paper
948,Belkin 8 Outlet Surge Protector,Anna Andreadi,26373,40.98,5.33,British Columbia,Appliances
949,Canon Image Class D660 Copier,Seth Vernon,26978,599.99,24.49,British Columbia,Copiers and Fax
950,Xerox 1919,Seth Vernon,26978,40.99,5.86,British Columbia,Paper
951,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Seth Vernon,26978,15.31,8.78,British Columbia,Storage & Organization
952,Accessory27,Alex Avila,27174,35.99,5,British Columbia,Telephones and Communication
953,Berol Giant Pencil Sharpener,Sarah Foster,27876,16.99,8.99,British Columbia,Pens & Art Supplies
954,Verbatim DVD-R 4.7GB authoring disc,Alex Avila,28582,39.24,1.99,British Columbia,Computer Peripherals
955,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Alex Avila,28582,8.01,2.87,British Columbia,Paper
956,Xerox 227,Anna Andreadi,28868,6.48,8.73,British Columbia,Paper
957,"Sauder Forest Hills Library, Woodland Oak Finish",Angele Hood,29857,140.98,36.09,British Columbia,Bookcases
958,GBC VeloBinder Electric Binding Machine,Sonia Sunley,29921,120.98,9.07,British Columbia,Binders and Binder Accessories
959,Accessory4,Kelly Williams,30659,85.99,0.99,British Columbia,Telephones and Communication
960,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Anna Andreadi,30660,71.37,69,British Columbia,Tables
961,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Alex Avila,30883,6.98,1.6,British Columbia,Paper
962,Microsoft Internet Keyboard,Jim Karlsson,32871,20.97,4,British Columbia,Computer Peripherals
963,Xerox 1962,Sonia Sunley,33600,4.28,4.79,British Columbia,Paper
964,636,Alex Avila,33632,115.99,5.26,British Columbia,Telephones and Communication
965,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Lisa DeCherney,33665,284.98,69.55,British Columbia,Chairs & Chairmats
966,Wilson Jones Easy Flow II™ Sheet Lifters,Barbara Fisher,34434,1.8,4.79,British Columbia,Binders and Binder Accessories
967,Avery White Multi-Purpose Labels,Barbara Fisher,34434,4.98,0.49,British Columbia,Labels
968,Accessory25,Barbara Fisher,34753,20.99,0.99,British Columbia,Telephones and Communication
969,Xerox 199,Lisa DeCherney,35364,4.28,5.68,British Columbia,Paper
970,Bretford Rectangular Conference Table Tops,Lisa DeCherney,35364,376.13,85.63,British Columbia,Tables
971,Bush Advantage Collection® Racetrack Conference Table,Lisa DeCherney,35364,424.21,110.2,British Columbia,Tables
972,T28 WORLD,Lisa DeCherney,35364,195.99,8.99,British Columbia,Telephones and Communication
973,Hon Comfortask® Task/Swivel Chairs,Barbara Fisher,35812,113.98,30,British Columbia,Chairs & Chairmats
974,Fellowes 17-key keypad for PS/2 interface,Barbara Fisher,35812,30.73,4,British Columbia,Computer Peripherals
975,Xerox 1938,Barbara Fisher,35812,47.9,5.86,British Columbia,Paper
976,"Executive Impressions 12"" Wall Clock",Alex Avila,37063,17.67,8.99,British Columbia,Office Furnishings
977,1726 Digital Answering Machine,Roy Skaria,37281,20.99,4.81,British Columbia,Telephones and Communication
978,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Angele Hood,37798,291.73,48.8,British Columbia,Chairs & Chairmats
979,Rediform S.O.S. Phone Message Books,Seth Vernon,38017,4.98,0.8,British Columbia,Paper
980,StarTAC 3000,Seth Vernon,38017,125.99,7.69,British Columbia,Telephones and Communication
981,Staples® General Use 3-Ring Binders,Sarah Foster,38272,1.88,1.49,British Columbia,Binders and Binder Accessories
982,Adesso Programmable 142-Key Keyboard,Kelly Williams,39301,152.48,4,British Columbia,Computer Peripherals
